6.090750500065134077e-07,-2.120088336666835216e-01
6.090875500006087684e-07,-1.879278131559427856e-01
6.091000500016430230e-07,-1.641023354363449760e-01
6.091125500026772777e-07,-1.405399367021359647e-01
6.091250500037115323e-07,-1.172439969013068517e-01
6.091375500047457869e-07,-9.421411871456913945e-02
6.091500500057800416e-07,-7.144655942181588060e-02
6.091625499998754023e-07,-4.893468939993730199e-02
6.091750500009096569e-07,-2.666945412457317685e-02
6.091875500019439116e-07,-4.639820298233328019e-03
6.092000500029781662e-07,1.716680921721307207e-02
6.092125500040124209e-07,3.876422304966812421e-02
6.092250500050466755e-07,6.016707929919446612e-02
6.092375500060809301e-07,8.139063841070984240e-02
6.092500500001762909e-07,1.024505527651164566e-01
6.092625500012105455e-07,1.233627125201127994e-01
6.092750500022448001e-07,1.441431453788106221e-01
6.092875500032790548e-07,1.648079663369373116e-01
6.093000500043133094e-07,1.853733720587813216e-01
6.093125500053475641e-07,2.058556732648035292e-01
6.093250500063818187e-07,2.262713572581992183e-01
6.093375500004771794e-07,2.466371714258153436e-01
6.093500500015114341e-07,2.669702172766406645e-01
6.093625500025456887e-07,2.872880432413718044e-01
6.093750500035799433e-07,3.076087231693174773e-01
6.093875500046141980e-07,3.279509063342390673e-01
6.094000500056484526e-07,3.483338239746058829e-01
6.094125500066827072e-07,3.687772370638277009e-01
6.094250500007780680e-07,3.893013105440916721e-01
6.094375500018123226e-07,4.099264008187901709e-01
6.094500500028465773e-07,4.306727461852558059e-01
6.094625500038808319e-07,4.515600543905468611e-01
6.094750500049150865e-07,4.726069876714404927e-01
6.094875500059493412e-07,4.938305535346909636e-01
6.095000500000447019e-07,5.152454188639934429e-01
6.095125500010789565e-07,5.368631752149973790e-01
6.095250500021132112e-07,5.586915934920931859e-01
6.095375500031474658e-07,5.807339155036612688e-01
6.095500500041817205e-07,6.029882367246185426e-01
6.095625500052159751e-07,6.254470375232592527e-01
6.095750500062502297e-07,6.480969177361604050e-01
6.095875500003455905e-07,6.709185809849222970e-01
6.096000500013798451e-07,6.938871001912162439e-01
6.096125500024140997e-07,7.169724753002272299e-01
6.096250500034483544e-07,7.401404699685333322e-01
6.096375500044826090e-07,7.633536887316731967e-01
6.096500500055168636e-07,7.865728332502106568e-01
6.096625500065511183e-07,8.097580588338456620e-01
6.096750500006464790e-07,8.328703431939619151e-01
6.096875500016807337e-07,8.558727795891037937e-01
6.097000500027149883e-07,8.787317159617432649e-01
6.097125500037492429e-07,9.014176787276642067e-01
6.097250500047834976e-07,9.239060417219280286e-01
6.097375500058177522e-07,9.461774242873806084e-01
6.097500499999131129e-07,9.682178244614535467e-01
6.097625500009473676e-07,9.900185113723529717e-01
6.097750500019816222e-07,1.011575713854123482e+00
6.097875500030158769e-07,1.032890149476820341e+00
6.098000500040501315e-07,1.053966440237183333e+00
6.098125500050843861e-07,1.074812458901598822e+00
6.098250500061186408e-07,1.095438644833439223e+00
6.098375500002140015e-07,1.115857321244962286e+00
6.098500500012482561e-07,1.136082038351896362e+00
6.098625500022825108e-07,1.156126959663277276e+00
6.098750500033167654e-07,1.176006302174633644e+00
6.098875500043510200e-07,1.195733835874583484e+00
6.099000500053852747e-07,1.215322443779612183e+00
6.099125500064195293e-07,1.234783740699533228e+00
6.099250500005148901e-07,1.254127746942568455e+00
6.099375500015491447e-07,1.273362612063133614e+00
6.099500500025833993e-07,1.292494383353943732e+00
6.099625500036176540e-07,1.311526813982019757e+00
6.099750500046519086e-07,1.330461206237429694e+00
6.099875500056861632e-07,1.349296286344231044e+00
6.100000500067204179e-07,1.368028108444824475e+00
6.100125500008157786e-07,1.386649986761221198e+00
6.100250500018500333e-07,1.405152456469602074e+00
6.100375500028842879e-07,1.423523265427644402e+00
6.100500500039185425e-07,1.441747400566986359e+00
6.100625500049527972e-07,1.459807154360543313e+00
6.100750500059870518e-07,1.477682238257491232e+00
6.100875500000824125e-07,1.495349951150499734e+00
6.101000500011166672e-07,1.512785411615483522e+00
6.101125500021509218e-07,1.529961862621644464e+00
6.101250500031851765e-07,1.546851056376681299e+00
6.101375500042194311e-07,1.563423724627301725e+00
6.101500500052536857e-07,1.579650135962459956e+00
6.101625500062879404e-07,1.595500736221890259e+00
6.101750500003833011e-07,1.610946861200710067e+00
6.101875500014175557e-07,1.625961502735995934e+00
6.102000500024518104e-07,1.640520100704122575e+00
6.102125500034860650e-07,1.654601325438559867e+00
6.102250500045203196e-07,1.668187808839511010e+00
6.102375500055545743e-07,1.681266779393259192e+00
6.102500500065888289e-07,1.693830557490038080e+00
6.102625500006841897e-07,1.705876873564937446e+00
6.102750500017184443e-07,1.717408982583875199e+00
6.102875500027526989e-07,1.728435563253570839e+00
6.103000500037869536e-07,1.738970407358478187e+00
6.103125500048212082e-07,1.749031921490495689e+00
6.103250500058554628e-07,1.758642477779666091e+00
6.103375499999508236e-07,1.767827660159125180e+00
6.103500500009850782e-07,1.776615457043200674e+00
6.103625500020193329e-07,1.785035449871591018e+00
6.103750500030535875e-07,1.793118040720466544e+00
6.103875500040878421e-07,1.800893752458493147e+00
6.104000500051220968e-07,1.808392623573972902e+00
6.104125500061563514e-07,1.815643708491107899e+00
6.104250500002517121e-07,1.822674684278152712e+00
6.104375500012859668e-07,1.829511556888958390e+00
6.104500500023202214e-07,1.836178454839114016e+00
6.104625500033544760e-07,1.842697495322427992e+00
6.104750500043887307e-07,1.849088706882042077e+00
6.104875500054229853e-07,1.855369993297859788e+00
6.105000500064572400e-07,1.861557124899442694e+00
6.105125500005526007e-07,1.867663745521602969e+00
6.105250500015868553e-07,1.873701385463550251e+00
6.105375500026211100e-07,1.879679472921017780e+00
6.105500500036553646e-07,1.885605338213327320e+00
6.105625500046896192e-07,1.891484206738499152e+00
6.105750500057238739e-07,1.897319177932933698e+00
6.105875499998192346e-07,1.903111188648824115e+00
6.106000500008534893e-07,1.908858960372205704e+00
6.106125500018877439e-07,1.914558930605942288e+00
6.106250500029219985e-07,1.920205169678766755e+00
6.106375500039562532e-07,1.925789285223889147e+00
6.106500500049905078e-07,1.931300317684832235e+00
6.106625500060247624e-07,1.936724631459729951e+00
6.106750500001201232e-07,1.942045807726862083e+00
6.106875500011543778e-07,1.947244546533665854e+00
6.107000500021886324e-07,1.952298587415097320e+00
6.107125500032228871e-07,1.957182659381470735e+00
6.107250500042571417e-07,1.961868472580720502e+00
6.107375500052913964e-07,1.966324765028879096e+00
6.107500500063256510e-07,1.970517418189072112e+00
6.107625500004210117e-07,1.974409654821136506e+00
6.107750500014552664e-07,1.977962330905904009e+00
6.107875500024895210e-07,1.981134330578789182e+00
6.108000500035237756e-07,1.983883068655786230e+00
6.108125500045580303e-07,1.986165099606914453e+00
6.108250500055922849e-07,1.987936824913599354e+00
6.108375500066265396e-07,1.989155283110724648e+00
6.108500500007219003e-07,1.989778999083194888e+00
6.108625500017561549e-07,1.989768862101997771e+00
6.108750500027904096e-07,1.989088996495477657e+00
6.108875500038246642e-07,1.987707585562253687e+00
6.109000500048589188e-07,1.985597608828876037e+00
6.109125500058931735e-07,1.982737455417322492e+00
6.109250499999885342e-07,1.979111382045531053e+00
6.109375500010227888e-07,1.974709792536427866e+00
6.109500500020570435e-07,1.969529326010698300e+00
6.109625500030912981e-07,1.963572752154101764e+00
6.109750500041255528e-07,1.956848683033715730e+00
6.109875500051598074e-07,1.949371120903620636e+00
6.110000500061940620e-07,1.941158869439942647e+00
6.110125500002894228e-07,1.932234841331295971e+00
6.110250500013236774e-07,1.922625297859269722e+00
6.110375500023579320e-07,1.912359056095416898e+00
6.110500500033921867e-07,1.901466696914966947e+00
6.110625500044264413e-07,1.889979802733415148e+00
6.110750500054606960e-07,1.877930248278943948e+00
6.110875500064949506e-07,1.865349561485003305e+00
6.111000500005903113e-07,1.852268365288151752e+00
6.111125500016245660e-07,1.838715905266965267e+00
6.111250500026588206e-07,1.824719662932158704e+00
6.111375500036930752e-07,1.810305050384240166e+00
6.111500500047273299e-07,1.795495179002213115e+00
6.111625500057615845e-07,1.780310692802139494e+00
6.111750499998569452e-07,1.764769656062893377e+00
6.111875500008911999e-07,1.748887484594996433e+00
6.112000500019254545e-07,1.732676910392560332e+00
6.112125500029597092e-07,1.716147970391329602e+00
6.112250500039939638e-07,1.699308011273116481e+00
6.112375500050282184e-07,1.682161703811173137e+00
6.112500500060624731e-07,1.664711061935233216e+00
6.112625500001578338e-07,1.646955463410889609e+00
6.112750500011920884e-07,1.628891670848389817e+00
6.112875500022263431e-07,1.610513853501043480e+00
6.113000500032605977e-07,1.591813611990570143e+00
6.113125500042948524e-07,1.572780009725172068e+00
6.113250500053291070e-07,1.553399616113764869e+00
6.113375500063633616e-07,1.533656567876955146e+00
6.113500500004587224e-07,1.513532655509853386e+00
6.113625500014929770e-07,1.493007442305995802e+00
6.113750500025272316e-07,1.472058423142238226e+00
6.113875500035614863e-07,1.450661229372596006e+00
6.114000500045957409e-07,1.428789884613378858e+00
6.114125500056299956e-07,1.406417113991926593e+00
6.114250500066642502e-07,1.383514706555615481e+00
6.114375500007596109e-07,1.360053927174075916e+00
6.114500500017938656e-07,1.336005970671011678e+00
6.114625500028281202e-07,1.311342447358641472e+00
6.114750500038623748e-07,1.286035885903297427e+00
6.114875500048966295e-07,1.260060236952079249e+00
6.115000500059308841e-07,1.233391359432737255e+00
6.115125500000262448e-07,1.206007471042094936e+00
6.115250500010604995e-07,1.177889545419127826e+00
6.115375500020947541e-07,1.149021640666133548e+00
6.115500500031290088e-07,1.119391147070164294e+00
6.115625500041632634e-07,1.088988945892193527e+00
6.115750500051975180e-07,1.057809475495703921e+00
6.115875500062317727e-07,1.025850705506538008e+00
6.116000500003271334e-07,9.931140238245085294e-01
6.116125500013613880e-07,9.596040448032174819e-01
6.116250500023956427e-07,9.253283496251211160e-01
6.116375500034298973e-07,8.902971716512383393e-01
6.116500500044641520e-07,8.545230404365492527e-01
6.116625500054984066e-07,8.180203980849514167e-01
6.116750500065326612e-07,7.808052009453034792e-01
6.116875500006280220e-07,7.428945184604832663e-01
6.117000500016622766e-07,7.043061393427616501e-01
6.117125500026965312e-07,6.650581935304631376e-01
6.117250500037307859e-07,6.251687965532463087e-01
6.117375500047650405e-07,5.846557212187917241e-01
6.117500500057992951e-07,5.435360999888375622e-01
6.117625499998946559e-07,5.018261601294732310e-01
6.117750500009289105e-07,4.595409926586201399e-01
6.117875500019631652e-07,4.166943553606409778e-01
6.118000500029974198e-07,3.732985096385205148e-01
6.118125500040316744e-07,3.293640906818238734e-01
6.118250500050659291e-07,2.849000103679748541e-01
6.118375500061001837e-07,2.399133923530235857e-01
6.118500500001955444e-07,1.944095390008199475e-01
6.118625500012297991e-07,1.483919299946831749e-01
6.118750500022640537e-07,1.018622526868247780e-01
6.118875500032983084e-07,5.482046440532261505e-02
6.119000500043325630e-07,7.264887026781922420e-03
6.119125500053668176e-07,-4.080766597337476265e-02
6.119250500064010723e-07,-8.940172996982942433e-02
6.119375500004964330e-07,-1.385229975208926989e-01
6.119500500015306876e-07,-1.881780955775843034e-01
6.119625500025649423e-07,-2.383743333019799626e-01
6.119750500035991969e-07,-2.891194231701260664e-01
6.119875500046334516e-07,-3.404211790834419937e-01
6.120000500056677062e-07,-3.922871963237635207e-01
6.120125500067019608e-07,-4.447245192884867193e-01
6.120250500007973216e-07,-4.977393040056786733e-01
6.120375500018315762e-07,-5.513364832972452723e-01
6.120500500028658308e-07,-6.055194431030048730e-01
6.120625500039000855e-07,-6.602897188731202682e-01
6.120750500049343401e-07,-7.156467208844293770e-01
6.120875500059685947e-07,-7.715874969951614926e-01
6.121000500000639555e-07,-8.281065405758041287e-01
6.121125500010982101e-07,-8.851956501759155049e-01
6.121250500021324648e-07,-9.428438460374291008e-01
6.121375500031667194e-07,-1.001037346830616626e+00
6.121500500042009740e-07,-1.059759608051116242e+00
6.121625500052352287e-07,-1.118991421572002043e+00
6.121750500062694833e-07,-1.178711073897891426e+00
6.121875500003648440e-07,-1.238894558859887196e+00
6.122000500013990987e-07,-1.299515838958167135e+00
6.122125500024333533e-07,-1.360547148310615739e+00
6.122250500034676080e-07,-1.421959329275888528e+00
6.122375500045018626e-07,-1.483722194356652091e+00
6.122500500055361172e-07,-1.545804904876188601e+00
6.122625500065703719e-07,-1.608176358161113040e+00
6.122750500006657326e-07,-1.670805575503826690e+00
6.122875500016999872e-07,-1.733662083932542286e+00
6.123000500027342419e-07,-1.796716285668742863e+00
6.123125500037684965e-07,-1.859939810081726375e+00
6.123250500048027511e-07,-1.923305843794635983e+00
6.123375500058370058e-07,-1.986789435317686925e+00
6.123500499999323665e-07,-2.050367771170157560e+00
6.123625500009666212e-07,-2.114020420791168142e+00
6.123750500020008758e-07,-2.177729547694613021e+00
